Archivo;Barba;Calvo;Hombre;Lentes;Rubio
Ain_Seppik_0001.jpg;0;0;0;1;0
Aishwarya_Rai_0001.jpg;0;0;1;0;0
Aitor_Gonzalez_0001.jpg;0;0;1;0;0
Aitor_Gonzalez_0002.jpg;0;0;1;0;0
Aiysha_Smith_0001.jpg;0;0;0;0;0
Ai_Sugiyama_0001.jpg;0;0;0;0;0
Ai_Sugiyama_0002.jpg;0;0;0;0;0
Ai_Sugiyama_0003.jpg;0;0;0;0;0
Ai_Sugiyama_0004.jpg;0;0;0;0;0
Ai_Sugiyama_0005.jpg;0;0;0;0;0
Ajit_Agarkar_0001.jpg;0;0;1;0;1
AJ_Cook_0001.jpg;0;0;0;0;0
AJ_Lamas_0001.jpg;0;0;1;0;0
Akbar_Al_Baker_0001.jpg;0;1;1;0;0
Akbar_Hashemi_Rafsanjani_0001.jpg;0;0;1;0;0
Akbar_Hashemi_Rafsanjani_0002.jpg;0;0;1;0;0
Akbar_Hashemi_Rafsanjani_0003.jpg;0;0;1;0;0
Akhmed_Zakayev_0001.jpg;1;0;1;0;0
Akhmed_Zakayev_0002.jpg;1;0;1;0;0
Akhmed_Zakayev_0003.jpg;1;0;1;0;0
Akiko_Morigami_0001.jpg;0;0;0;0;0
Akmal_Taher_0001.jpg;0;0;1;0;0
Alain_Cervantes_0001.jpg;0;0;1;0;0
Alain_Ducasse_0001.jpg;0;0;1;1;0
Alanis_Morissette_0001.jpg;0;0;0;0;0
Alanna_Ubach_0001.jpg;0;0;0;0;0
Alan_Ball_0001.jpg;0;0;1;0;0
Alan_Ball_0002.jpg;0;0;1;0;0
Alan_Dershowitz_0001.jpg;0;0;1;0;0
Alan_Dreher_0001.jpg;0;0;1;0;0
Alan_Greenspan_0001.jpg;0;1;1;1;0
Alan_Greenspan_0002.jpg;0;1;1;1;0
Alan_Greenspan_0003.jpg;0;1;1;1;0
Alan_Greenspan_0004.jpg;0;1;1;1;0
Alan_Greenspan_0005.jpg;0;1;1;1;0
Alan_Greer_0001.jpg;0;1;1;0;0
Alan_Jackson_0001.jpg;0;1;1;0;0
Alan_Mulally_0001.jpg;0;0;1;0;0
Alan_Mulally_0002.jpg;0;0;1;0;0
Alan_Stonecipher_0001.jpg;0;1;1;0;0
Alan_Tang_Kwong-wing_0001.jpg;0;0;1;0;0
Alan_Trammell_0001.jpg;0;0;1;0;0
Alan_Zemaitis_0001.jpg;0;0;1;0;0
Alastair_Campbell_0001.jpg;0;0;1;0;0
Alastair_Campbell_0002.jpg;0;0;1;0;0
Alastair_Campbell_0003.jpg;0;0;1;0;0
Alastair_Campbell_0004.jpg;0;0;1;0;0
Alastair_Campbell_0005.jpg;0;0;1;0;0
Alastair_Johnston_0001.jpg;0;0;1;0;1
Albaro_Recoba_0001.jpg;0;0;1;0;0
Alberta_Lee_0001.jpg;0;0;0;0;0
Alberto_Acosta_0001.jpg;0;0;1;0;0
Alberto_Fujimori_0001.jpg;0;0;1;1;0
Alberto_Fujimori_0002.jpg;0;0;1;1;0
Alberto_Gonzales_0001.jpg;0;0;1;1;0
Alberto_Ruiz_Gallardon_0001.jpg;0;0;1;1;0
Alberto_Ruiz_Gallardon_0002.jpg;0;0;1;1;0
Alberto_Sordi_0001.jpg;0;0;1;0;1
Albert_Brooks_0001.jpg;0;0;1;0;1
Albert_Costa_0001.jpg;1;0;1;0;0
Albert_Costa_0002.jpg;0;0;1;0;0
Albert_Costa_0003.jpg;0;0;1;0;0
Albert_Costa_0004.jpg;0;0;1;0;0
Albert_Costa_0005.jpg;0;0;1;0;0
Albert_Costa_0006.jpg;0;0;1;0;0
Albert_Montanes_0001.jpg;0;0;1;0;1
Albert_Pujols_0001.jpg;0;0;1;0;1
Albrecht_Mentz_0001.jpg;0;0;1;0;1
Albrecht_Mentz_0002.jpg;0;0;1;0;1
Aldo_Paredes_0001.jpg;0;0;1;0;1
Aldo_Paredes_0002.jpg;0;0;1;0;0
Alecos_Markides_0001.jpg;0;1;1;0;0
Alec_Baldwin_0001.jpg;0;0;1;0;0
Alec_Baldwin_0002.jpg;0;0;1;0;0
Alec_Baldwin_0003.jpg;0;0;1;0;0
Alec_Baldwin_0004.jpg;1;0;1;0;0
Alejandro_Atchugarry_0001.jpg;0;0;1;0;0
Alejandro_Atchugarry_0002.jpg;0;1;1;0;0
Alejandro_Avila_0001.jpg;0;0;1;0;0
Alejandro_Avila_0002.jpg;0;0;1;0;0
Alejandro_Avila_0003.jpg;0;0;1;0;0
Alejandro_Fernandez_0001.jpg;0;0;1;0;0
Alejandro_Gonzalez_Inarritu_0001.jpg;0;0;1;0;0
Alejandro_Lembo_0001.jpg;0;0;1;0;0
Alejandro_Lerner_0001.jpg;0;0;1;0;0
Alejandro_Lopez_0001.jpg;0;0;1;0;0
Alejandro_Toledo_0001.jpg;0;0;1;0;0
Alejandro_Toledo_0002.jpg;0;0;1;0;0
Alejandro_Toledo_0003.jpg;0;0;1;0;0
Alejandro_Toledo_0004.jpg;0;0;1;0;0
Alejandro_Toledo_0005.jpg;0;0;1;0;0
Alejandro_Toledo_0006.jpg;0;0;1;1;0
Alejandro_Toledo_0007.jpg;0;0;1;0;0
Alejandro_Toledo_0008.jpg;0;0;1;0;0
Alejandro_Toledo_0009.jpg;0;0;1;1;0
Alejandro_Toledo_0010.jpg;0;0;1;1;0
Alejandro_Toledo_0011.jpg;0;0;1;1;0
Alejandro_Toledo_0012.jpg;0;0;1;1;0
Alejandro_Toledo_0013.jpg;1;0;1;0;1
Alejandro_Toledo_0014.jpg;1;0;1;1;1
Alejandro_Toledo_0015.jpg;0;0;1;0;0
Alejandro_Toledo_0016.jpg;0;0;1;1;0
Alejandro_Toledo_0017.jpg;0;0;1;0;0
Alejandro_Toledo_0018.jpg;1;0;1;0;0
Alejandro_Toledo_0019.jpg;0;0;1;1;0
Alejandro_Toledo_0020.jpg;0;0;1;0;0
Alejandro_Toledo_0021.jpg;1;0;1;0;0
Alejandro_Toledo_0022.jpg;0;0;1;1;0
Alejandro_Toledo_0023.jpg;0;0;1;0;0
Alejandro_Toledo_0024.jpg;0;0;1;0;0
Alejandro_Toledo_0025.jpg;0;0;1;0;0
Alejandro_Toledo_0026.jpg;0;0;1;0;0
Alejandro_Toledo_0027.jpg;0;0;1;0;0
Alejandro_Toledo_0028.jpg;0;0;1;0;0
Alejandro_Toledo_0029.jpg;0;0;1;1;0
Alejandro_Toledo_0030.jpg;0;0;1;0;0
Alejandro_Toledo_0031.jpg;0;0;1;1;0
Alejandro_Toledo_0032.jpg;0;0;1;1;0
Alejandro_Toledo_0033.jpg;0;0;1;1;0
Alejandro_Toledo_0034.jpg;0;0;1;0;0
Alejandro_Toledo_0035.jpg;0;0;1;0;0
Alejandro_Toledo_0036.jpg;0;0;1;1;0
Alejandro_Toledo_0037.jpg;0;0;1;1;0
Alejandro_Toledo_0038.jpg;0;0;1;0;0
Alejandro_Toledo_0039.jpg;0;0;1;0;0
Aleksander_Kwasniewski_0001.jpg;0;0;1;0;0
Aleksander_Kwasniewski_0002.jpg;0;0;1;0;0
Aleksander_Kwasniewski_0003.jpg;0;0;1;0;0
Aleksander_Kwasniewski_0004.jpg;0;0;1;0;0
Aleksander_Voloshin_0001.jpg;0;1;1;0;0
Alek_Wek_0001.jpg;0;1;0;0;0
Alessandra_Cerna_0001.jpg;0;0;0;0;0
Alessandro_Nesta_0001.jpg;0;0;1;0;0
Alexander_Downer_0001.jpg;0;0;1;0;0
Alexander_Downer_0002.jpg;0;0;1;0;0
Alexander_Downer_0003.jpg;0;0;1;0;0
Alexander_Downer_0004.jpg;0;0;1;0;0
Alexander_Losyukov_0001.jpg;0;0;1;0;0
Alexander_Losyukov_0002.jpg;0;0;1;0;0
Alexander_Losyukov_0003.jpg;0;0;1;0;0
Alexander_Losyukov_0004.jpg;0;0;1;0;0
Alexander_Lukashenko_0001.jpg;0;1;1;0;0
Alexander_Payne_0001.jpg;0;0;1;0;0
Alexander_Rumyantsev_0001.jpg;0;0;1;0;0
Alexander_Rumyantsev_0002.jpg;0;0;1;0;0
Alexandra_Jackson_0001.jpg;0;0;0;0;0
Alexandra_Pelosi_0001.jpg;0;0;0;0;0
Alexandra_Rozovskaya_0001.jpg;0;0;0;0;0
Alexandra_Spann_0001.jpg;0;0;0;0;0
Alexandra_Stevenson_0001.jpg;0;0;0;0;1
Alexandra_Stevenson_0002.jpg;0;0;0;0;1
Alexandra_Stevenson_0003.jpg;0;0;0;0;1
Alexandra_Vodjanikova_0001.jpg;0;0;0;0;0
Alexandra_Vodjanikova_0002.jpg;0;0;0;0;0
Alexandre_Daigle_0001.jpg;0;0;0;0;0
Alexandre_Despatie_0001.jpg;0;0;1;0;0
Alexandre_Herchcovitch_0001.jpg;0;0;1;0;0
Alexandre_Vinokourov_0001.jpg;0;0;1;1;0
Alexa_Loren_0001.jpg;0;0;0;0;0
Alexa_Vega_0001.jpg;0;0;0;0;0
Alexis_Bledel_0001.jpg;0;0;0;0;0
Alexis_Dennisoff_0001.jpg;1;0;1;0;0
Alex_Barros_0001.jpg;0;0;1;0;0
Alex_Barros_0002.jpg;0;0;1;0;1
Alex_Cabrera_0001.jpg;0;0;1;0;0
Alex_Cejka_0001.jpg;0;0;1;0;0
Alex_Corretja_0001.jpg;0;0;1;0;1
Alex_Ferguson_0001.jpg;0;0;1;0;0
Alex_Gonzalez_0001.jpg;0;0;1;0;0
Alex_Holmes_0001.jpg;0;0;1;0;0
Alex_King_0001.jpg;0;0;1;0;0
Alex_Penelas_0001.jpg;0;0;1;0;0
Alex_Penelas_0002.jpg;0;0;1;0;0
Alex_Popov_0001.jpg;0;0;1;0;0
Alex_Sink_0001.jpg;0;0;0;0;0
Alex_Sink_0002.jpg;0;0;0;0;0
Alex_Sink_0003.jpg;0;0;0;0;0
Alex_Wallau_0001.jpg;0;0;1;0;0
Alex_Zanardi_0001.jpg;0;0;1;0;0
Alfonso_Cuaron_0001.jpg;0;0;1;0;0
Alfonso_Portillo_0001.jpg;0;0;1;0;0
Alfonso_Soriano_0001.jpg;0;1;1;0;0
Alfredo_di_Stefano_0001.jpg;0;1;1;0;0
Alfredo_Moreno_0001.jpg;0;0;1;0;0
Alfredo_Pena_0001.jpg;0;1;1;1;0
Alfred_Ford_0001.jpg;0;0;1;0;0
Alfred_Sant_0001.jpg;0;0;1;0;0
Alice_Fisher_0001.jpg;0;0;0;0;0
Alice_Fisher_0002.jpg;0;0;0;0;0
Alicia_Hollowell_0001.jpg;0;0;0;0;0
Alicia_Keys_0001.jpg;0;0;0;0;0
Alicia_Molik_0001.jpg;0;0;0;0;0
Alicia_Silverstone_0001.jpg;0;0;0;0;0
Alicia_Silverstone_0002.jpg;0;0;0;0;1
Alicia_Witt_0001.jpg;0;0;0;0;1
Alimzhan_Tokhtakhounov_0001.jpg;0;0;1;0;1
Alimzhan_Tokhtakhounov_0002.jpg;0;0;1;0;0
Alina_Kabaeva_0001.jpg;0;0;0;0;1
Aline_Chretien_0001.jpg;0;0;0;0;0
Alisha_Richman_0001.jpg;0;0;0;0;0
Alison_Krauss_0001.jpg;0;0;0;0;0
Alison_Lohman_0001.jpg;1;0;0;0;0
Alison_Lohman_0002.jpg;0;0;0;0;0
Alistair_MacDonald_0001.jpg;0;0;1;0;0
Ali_Abbas_0001.jpg;0;0;1;0;0
Ali_Abbas_0002.jpg;0;0;1;0;0
Ali_Abdullah_Saleh_0001.jpg;0;0;1;0;0
Ali_Adbul_Karim_Madani_0001.jpg;0;0;1;0;0
Ali_Ahmeti_0001.jpg;0;0;1;0;0
Ali_Bin_Hussein_0001.jpg;0;0;1;0;0
Ali_Fallahian_0001.jpg;0;0;1;1;0
Ali_Hammoud_0001.jpg;0;0;1;0;0
Ali_Khamenei_0001.jpg;1;0;1;1;0
Ali_Khamenei_0002.jpg;0;0;1;1;1
Ali_Khamenei_0003.jpg;0;0;1;1;0
Ali_Mohammed_Maher_0001.jpg;1;0;1;0;0
Ali_Naimi_0001.jpg;0;0;1;1;0
Ali_Naimi_0002.jpg;1;0;1;1;0
Ali_Naimi_0003.jpg;1;0;1;1;0
Ali_Naimi_0004.jpg;1;0;1;1;0
Ali_Naimi_0005.jpg;1;0;1;1;0
Ali_Naimi_0006.jpg;0;0;1;1;0
Ali_Naimi_0007.jpg;0;0;1;1;0
Ali_Naimi_0008.jpg;0;0;1;1;0
Allan_Houston_0001.jpg;0;0;1;0;0
Allan_Kemakeza_0001.jpg;0;0;1;0;0
Allan_Wagner_0001.jpg;0;0;1;1;0
Allen_Iverson_0001.jpg;0;0;1;0;0
Allen_Iverson_0002.jpg;0;0;1;0;0
Allen_Rock_0001.jpg;0;0;1;0;1
Allison_Janney_0001.jpg;0;0;0;0;1
Allison_Janney_0002.jpg;0;0;0;0;1
Allison_Searing_0001.jpg;0;0;0;0;0
Allyson_Felix_0001.jpg;0;0;0;0;1
Allyson_Felix_0002.jpg;0;0;0;0;1
Allyson_Felix_0003.jpg;0;0;0;0;1
Allyson_Felix_0004.jpg;0;0;0;0;1
Allyson_Felix_0005.jpg;0;0;0;0;0
Ally_Sheedy_0001.jpg;0;0;0;0;0
Alma_Powell_0001.jpg;0;0;0;1;1
Almeida_Baptista_0001.jpg;0;0;0;0;0
Alonzo_Mourning_0001.jpg;0;0;1;1;1
Alvaro_Noboa_0001.jpg;0;0;1;0;1
Alvaro_Noboa_0002.jpg;0;0;1;0;1
Alvaro_Noboa_0003.jpg;0;0;1;0;1
Alvaro_Silva_Calderon_0001.jpg;0;1;1;1;1
Alvaro_Silva_Calderon_0002.jpg;0;1;1;1;0
Alvaro_Silva_Calderon_0003.jpg;0;1;1;1;0
Alvaro_Silva_Calderon_0004.jpg;0;1;1;1;0
Alvaro_Uribe_0001.jpg;1;0;1;1;0
Alvaro_Uribe_0002.jpg;0;0;1;1;0
Alvaro_Uribe_0003.jpg;0;0;1;1;0
Alvaro_Uribe_0004.jpg;0;0;1;1;1
Alvaro_Uribe_0005.jpg;0;0;1;1;1
Alvaro_Uribe_0006.jpg;0;0;1;1;0
Alvaro_Uribe_0007.jpg;0;0;1;1;0
Alvaro_Uribe_0008.jpg;0;0;1;1;0
Alvaro_Uribe_0009.jpg;0;0;1;1;0
Alvaro_Uribe_0010.jpg;0;0;1;1;0
Alvaro_Uribe_0011.jpg;0;0;1;1;0
Alvaro_Uribe_0012.jpg;0;0;1;1;0
Alvaro_Uribe_0013.jpg;0;0;1;1;0
Alvaro_Uribe_0014.jpg;0;0;1;1;0
Alvaro_Uribe_0015.jpg;1;0;1;1;0
Alvaro_Uribe_0016.jpg;0;0;1;1;0
Alvaro_Uribe_0017.jpg;0;0;1;1;0
Alvaro_Uribe_0018.jpg;0;0;1;1;0
Alvaro_Uribe_0019.jpg;0;0;1;1;0
Alvaro_Uribe_0020.jpg;0;0;1;1;0
Alvaro_Uribe_0021.jpg;0;0;1;1;0
Alvaro_Uribe_0022.jpg;0;0;1;1;0
Alvaro_Uribe_0023.jpg;0;0;1;1;0
Alvaro_Uribe_0024.jpg;0;0;1;1;0
Alvaro_Uribe_0025.jpg;0;0;1;1;0
Alvaro_Uribe_0026.jpg;0;0;1;1;0
Alvaro_Uribe_0027.jpg;0;0;1;1;0
Alvaro_Uribe_0028.jpg;0;0;1;1;0
Alvaro_Uribe_0029.jpg;0;0;1;1;0
Alvaro_Uribe_0030.jpg;0;0;1;1;0
Alvaro_Uribe_0031.jpg;0;0;1;1;0
Alvaro_Uribe_0032.jpg;0;0;1;1;0
Alvaro_Uribe_0033.jpg;0;0;1;1;0
Alvaro_Uribe_0034.jpg;0;0;1;1;0
Alvaro_Uribe_0035.jpg;0;0;1;1;0
Alyse_Beaupre_0001.jpg;0;0;0;0;0
Alyson_Hannigan_0001.jpg;0;0;0;0;0
Aly_Wagner_0001.jpg;0;0;0;0;0
Al_Cardenas_0001.jpg;0;0;1;0;0
Al_Davis_0001.jpg;0;0;1;0;0
Al_Davis_0002.jpg;0;0;1;0;0
Al_Gore_0001.jpg;0;0;1;0;0
Al_Gore_0002.jpg;0;0;1;0;0
Al_Gore_0003.jpg;0;0;1;0;0
Al_Gore_0004.jpg;0;0;1;0;0
Al_Gore_0005.jpg;0;0;1;0;0
Al_Gore_0006.jpg;0;0;1;0;0
Al_Gore_0007.jpg;0;0;1;0;0
Al_Gore_0008.jpg;0;0;1;0;0
Al_Leiter_0001.jpg;0;0;1;0;0
Al_Pacino_0001.jpg;0;0;1;0;0
Al_Pacino_0002.jpg;0;0;1;0;0
Al_Pacino_0003.jpg;0;0;1;0;0
Al_Sharpton_0001.jpg;0;0;1;0;0
Al_Sharpton_0002.jpg;0;0;1;0;0
Al_Sharpton_0003.jpg;0;0;1;0;0
Al_Sharpton_0004.jpg;0;0;1;0;0
Al_Sharpton_0005.jpg;0;0;1;0;1
Al_Sharpton_0006.jpg;0;0;1;0;1
Al_Sharpton_0007.jpg;0;0;1;0;0
Amanda_Beard_0001.jpg;0;0;0;0;0
Amanda_Beard_0002.jpg;0;0;0;0;0
Amanda_Bynes_0001.jpg;0;0;0;0;1
Amanda_Bynes_0002.jpg;0;0;0;0;1
Amanda_Bynes_0003.jpg;0;0;0;0;1
Amanda_Bynes_0004.jpg;0;0;0;0;1
Amanda_Coetzer_0001.jpg;0;0;0;0;1
Amanda_Coetzer_0002.jpg;0;0;0;0;1
Amanda_Marsh_0001.jpg;0;0;0;0;1
Amanda_Plumer_0001.jpg;0;0;0;0;0
Amber_Frey_0001.jpg;0;0;0;0;1
Amber_Tamblyn_0001.jpg;0;0;0;0;0
Amber_Tamblyn_0002.jpg;0;0;0;0;0
Ambrose_Lee_0001.jpg;0;0;1;0;0
Amelia_Vega_0001.jpg;0;0;0;0;0
Amelia_Vega_0002.jpg;0;0;0;0;0
Amelia_Vega_0003.jpg;0;0;0;0;0
Amelia_Vega_0004.jpg;0;0;0;0;0
Amelia_Vega_0005.jpg;0;0;0;0;0
Amelia_Vega_0006.jpg;0;0;0;0;0
Amelia_Vega_0007.jpg;0;0;0;0;0
Amelie_Mauresmo_0001.jpg;0;0;0;0;0
Amelie_Mauresmo_0002.jpg;0;0;0;0;0
Amelie_Mauresmo_0003.jpg;0;0;0;0;0
Amelie_Mauresmo_0004.jpg;0;0;0;0;0
Amelie_Mauresmo_0005.jpg;0;0;0;0;0
Amelie_Mauresmo_0006.jpg;0;0;0;0;0
Amelie_Mauresmo_0007.jpg;0;0;0;0;0
Amelie_Mauresmo_0008.jpg;0;0;0;0;0
Amelie_Mauresmo_0009.jpg;0;0;0;0;0
Amelie_Mauresmo_0010.jpg;0;0;0;0;0
Amelie_Mauresmo_0011.jpg;0;0;0;0;0
Amelie_Mauresmo_0012.jpg;0;0;0;0;0
Amelie_Mauresmo_0013.jpg;0;0;0;0;0
Amelie_Mauresmo_0014.jpg;0;0;0;0;0
Amelie_Mauresmo_0015.jpg;0;0;0;0;0
Amelie_Mauresmo_0016.jpg;0;0;0;0;0
Amelie_Mauresmo_0017.jpg;0;0;0;0;0
Amelie_Mauresmo_0018.jpg;0;0;0;0;0
Amelie_Mauresmo_0019.jpg;0;0;0;0;0
Amelie_Mauresmo_0020.jpg;0;0;0;0;0
Amelie_Mauresmo_0021.jpg;0;0;0;0;0
Amer_al-Saadi_0001.jpg;0;0;1;0;0
Amer_al-Saadi_0002.jpg;0;0;1;0;0
Amer_al-Saadi_0003.jpg;0;0;1;0;0
Amer_al-Saadi_0004.jpg;0;0;1;0;0
Amporn_Falise_0001.jpg;0;0;0;0;0
Amram_Mitzna_0001.jpg;0;0;1;0;0
Amram_Mitzna_0002.jpg;1;0;1;0;0
Amr_Moussa_0001.jpg;1;0;1;0;0
Amy_Brenneman_0001.jpg;0;0;0;0;0
Amy_Cotton_0001.jpg;0;0;0;0;1
Amy_Gale_0001.jpg;0;0;0;0;1
Amy_Pascal_0001.jpg;0;0;0;0;1
Amy_Redford_0001.jpg;0;0;0;0;0
Amy_Smart_0001.jpg;0;0;0;0;1
Amy_Yasbeck_0001.jpg;0;0;0;0;0
